Date,ProductID,TotalBrowsingTime,BrowsingCount,Price,Category,ViewCount,AddToCartCount,CustomerCount,AvgDuration_x,FemaleRatio,AvgAge,VisitCount,AvgDuration_y,TotalDuration
2024-01-02,P0040,1.36,1,,,,,10.0,77.026,0.5,16.7,49,29.458216931216935,1432.67
2024-01-02,P0045,5.28,1,,,,,10.0,77.026,0.5,16.7,49,29.458216931216935,1432.67
2024-01-02,P0048,4.1899999999999995,2,91.89,Music,2206.0,390.0,10.0,77.026,0.5,16.7,49,29.458216931216935,1432.67
2024-01-03,P0001,45.04,14,,,,,11.0,70.8595,0.4,24.05,39,30.671505952380954,1190.08
2024-01-03,P0002,12.55,5,,,,,11.0,70.8595,0.4,24.05,39,30.671505952380954,1190.08
2024-01-03,P0003,25.93,5,,,,,11.0,70.8595,0.4,24.05,39,30.671505952380954,1190.08
2024-01-03,P0004,13.27,5,,,,,11.0,70.8595,0.4,24.05,39,30.671505952380954,1190.08
2024-01-03,P0005,0.57,1,,,,,11.0,70.8595,0.4,24.05,39,30.671505952380954,1190.08
2024-01-03,P0006,2.48,2,,,,,11.0,70.8595,0.4,24.05,39,30.671505952380954,1190.08
2024-01-03,P0007,8.15,4,364.96,Accessories,2047.0,215.0,11.0,70.8595,0.4,24.05,39,30.671505952380954,1190.08
2024-01-03,P0008,13.25,4,,,,,11.0,70.8595,0.4,24.05,39,30.671505952380954,1190.08
2024-01-03,P0010,1.24,1,197.18,Clothes,4412.0,700.0,11.0,70.8595,0.4,24.05,39,30.671505952380954,1190.08
2024-01-03,P0011,5.31,2,,,,,11.0,70.8595,0.4,24.05,39,30.671505952380954,1190.08
2024-01-03,P0012,7.67,2,,,,,11.0,70.8595,0.4,24.05,39,30.671505952380954,1190.08
2024-01-03,P0013,8.08,3,,,,,11.0,70.8595,0.4,24.05,39,30.671505952380954,1190.08
2024-01-03,P0014,0.3,1,138.67,Toys,2882.0,661.0,11.0,70.8595,0.4,24.05,39,30.671505952380954,1190.08
2024-01-03,P0015,5.7,1,,,,,11.0,70.8595,0.4,24.05,39,30.671505952380954,1190.08
2024-01-03,P0016,16.89,2,,,,,11.0,70.8595,0.4,24.05,39,30.671505952380954,1190.08
2024-01-03,P0018,4.74,2,,,,,11.0,70.8595,0.4,24.05,39,30.671505952380954,1190.08
2024-01-03,P0020,10.63,3,,,,,11.0,70.8595,0.4,24.05,39,30.671505952380954,1190.08
2024-01-03,P0021,0.22,1,,,,,11.0,70.8595,0.4,24.05,39,30.671505952380954,1190.08
2024-01-03,P0022,1.54,1,,,,,11.0,70.8595,0.4,24.05,39,30.671505952380954,1190.08
2024-01-03,P0024,5.97,1,,,,,11.0,70.8595,0.4,24.05,39,30.671505952380954,1190.08
2024-01-03,P0027,15.59,1,,,,,11.0,70.8595,0.4,24.05,39,30.671505952380954,1190.08
2024-01-03,P0030,0.58,1,,,,,11.0,70.8595,0.4,24.05,39,30.671505952380954,1190.08
2024-01-03,P0032,0.33,1,,,,,11.0,70.8595,0.4,24.05,39,30.671505952380954,1190.08
2024-01-03,P0033,5.51,1,69.43,Clothes,2574.0,379.0,11.0,70.8595,0.4,24.05,39,30.671505952380954,1190.08
2024-01-03,P0035,2.39,1,,,,,11.0,70.8595,0.4,24.05,39,30.671505952380954,1190.08
2024-01-03,P0037,1.53,1,491.98,Sports,1921.0,458.0,11.0,70.8595,0.4,24.05,39,30.671505952380954,1190.08
2024-01-03,P0039,3.05,1,,,,,11.0,70.8595,0.4,24.05,39,30.671505952380954,1190.08
2024-01-03,P0040,2.12,1,,,,,11.0,70.8595,0.4,24.05,39,30.671505952380954,1190.08
2024-01-03,P0041,2.83,1,,,,,11.0,70.8595,0.4,24.05,39,30.671505952380954,1190.08
2024-01-03,P0042,10.93,2,,,,,11.0,70.8595,0.4,24.05,39,30.671505952380954,1190.08
2024-01-04,P0001,34.82,15,,,,,10.0,59.58166666666667,0.7777777777777778,24.0,37,28.523228174603176,1038.25
2024-01-04,P0002,9.559999999999999,5,,,,,10.0,59.58166666666667,0.7777777777777778,24.0,37,28.523228174603176,1038.25
2024-01-04,P0003,5.859999999999999,3,,,,,10.0,59.58166666666667,0.7777777777777778,24.0,37,28.523228174603176,1038.25
2024-01-04,P0004,14.159999999999998,5,,,,,10.0,59.58166666666667,0.7777777777777778,24.0,37,28.523228174603176,1038.25
2024-01-04,P0005,3.03,1,,,,,10.0,59.58166666666667,0.7777777777777778,24.0,37,28.523228174603176,1038.25
2024-01-04,P0006,1.52,1,,,,,10.0,59.58166666666667,0.7777777777777778,24.0,37,28.523228174603176,1038.25
2024-01-04,P0007,5.22,1,364.96,Accessories,2047.0,215.0,10.0,59.58166666666667,0.7777777777777778,24.0,37,28.523228174603176,1038.25
2024-01-04,P0008,6.2,2,,,,,10.0,59.58166666666667,0.7777777777777778,24.0,37,28.523228174603176,1038.25
2024-01-04,P0009,0.26,1,289.44,Clothes,2524.0,518.0,10.0,59.58166666666667,0.7777777777777778,24.0,37,28.523228174603176,1038.25
2024-01-04,P0010,8.26,3,197.18,Clothes,4412.0,700.0,10.0,59.58166666666667,0.7777777777777778,24.0,37,28.523228174603176,1038.25
2024-01-04,P0011,9.64,2,,,,,10.0,59.58166666666667,0.7777777777777778,24.0,37,28.523228174603176,1038.25
2024-01-04,P0012,3.83,1,,,,,10.0,59.58166666666667,0.7777777777777778,24.0,37,28.523228174603176,1038.25
2024-01-04,P0013,19.53,2,,,,,10.0,59.58166666666667,0.7777777777777778,24.0,37,28.523228174603176,1038.25
2024-01-04,P0014,2.63,1,138.67,Toys,2882.0,661.0,10.0,59.58166666666667,0.7777777777777778,24.0,37,28.523228174603176,1038.25
2024-01-04,P0015,1.16,1,,,,,10.0,59.58166666666667,0.7777777777777778,24.0,37,28.523228174603176,1038.25
2024-01-04,P0020,0.72,1,,,,,10.0,59.58166666666667,0.7777777777777778,24.0,37,28.523228174603176,1038.25
2024-01-04,P0023,2.66,1,,,,,10.0,59.58166666666667,0.7777777777777778,24.0,37,28.523228174603176,1038.25
2024-01-04,P0028,0.51,1,,,,,10.0,59.58166666666667,0.7777777777777778,24.0,37,28.523228174603176,1038.25
2024-01-04,P0029,4.53,2,,,,,10.0,59.58166666666667,0.7777777777777778,24.0,37,28.523228174603176,1038.25
2024-01-04,P0031,4.69,2,,,,,10.0,59.58166666666667,0.7777777777777778,24.0,37,28.523228174603176,1038.25
2024-01-04,P0033,0.69,1,69.43,Clothes,2574.0,379.0,10.0,59.58166666666667,0.7777777777777778,24.0,37,28.523228174603176,1038.25
2024-01-04,P0036,10.89,2,,,,,10.0,59.58166666666667,0.7777777777777778,24.0,37,28.523228174603176,1038.25
2024-01-04,P0039,2.9,2,,,,,10.0,59.58166666666667,0.7777777777777778,24.0,37,28.523228174603176,1038.25
2024-01-04,P0042,1.03,1,,,,,10.0,59.58166666666667,0.7777777777777778,24.0,37,28.523228174603176,1038.25
2024-01-04,P0045,8.58,1,,,,,10.0,59.58166666666667,0.7777777777777778,24.0,37,28.523228174603176,1038.25
2024-01-04,P0046,2.21,1,,,,,10.0,59.58166666666667,0.7777777777777778,24.0,37,28.523228174603176,1038.25
2024-01-04,P0048,0.65,1,91.89,Music,2206.0,390.0,10.0,59.58166666666667,0.7777777777777778,24.0,37,28.523228174603176,1038.25
2024-01-04,P0050,1.59,1,,,,,10.0,59.58166666666667,0.7777777777777778,24.0,37,28.523228174603176,1038.25
2024-01-05,P0001,53.72,17,,,,,13.0,58.915,0.4074074074074074,26.37037037037037,52,33.49359932659933,1719.98
2024-01-05,P0002,39.78,13,,,,,13.0,58.915,0.4074074074074074,26.37037037037037,52,33.49359932659933,1719.98
2024-01-05,P0003,11.420000000000002,2,,,,,13.0,58.915,0.4074074074074074,26.37037037037037,52,33.49359932659933,1719.98
2024-01-05,P0004,1.63,2,,,,,13.0,58.915,0.4074074074074074,26.37037037037037,52,33.49359932659933,1719.98
2024-01-05,P0005,19.82,5,,,,,13.0,58.915,0.4074074074074074,26.37037037037037,52,33.49359932659933,1719.98
2024-01-05,P0006,5.02,2,,,,,13.0,58.915,0.4074074074074074,26.37037037037037,52,33.49359932659933,1719.98
2024-01-05,P0007,0.23,1,364.96,Accessories,2047.0,215.0,13.0,58.915,0.4074074074074074,26.37037037037037,52,33.49359932659933,1719.98
2024-01-05,P0009,7.040000000000001,2,289.44,Clothes,2524.0,518.0,13.0,58.915,0.4074074074074074,26.37037037037037,52,33.49359932659933,1719.98
2024-01-05,P0010,14.21,1,197.18,Clothes,4412.0,700.0,13.0,58.915,0.4074074074074074,26.37037037037037,52,33.49359932659933,1719.98
2024-01-05,P0011,4.83,2,,,,,13.0,58.915,0.4074074074074074,26.37037037037037,52,33.49359932659933,1719.98
2024-01-05,P0012,13.280000000000001,2,,,,,13.0,58.915,0.4074074074074074,26.37037037037037,52,33.49359932659933,1719.98
2024-01-05,P0013,5.01,2,,,,,13.0,58.915,0.4074074074074074,26.37037037037037,52,33.49359932659933,1719.98
2024-01-05,P0014,4.17,1,138.67,Toys,2882.0,661.0,13.0,58.915,0.4074074074074074,26.37037037037037,52,33.49359932659933,1719.98
2024-01-05,P0015,5.51,1,,,,,13.0,58.915,0.4074074074074074,26.37037037037037,52,33.49359932659933,1719.98
2024-01-05,P0020,6.89,2,,,,,13.0,58.915,0.4074074074074074,26.37037037037037,52,33.49359932659933,1719.98
2024-01-05,P0021,2.61,1,,,,,13.0,58.915,0.4074074074074074,26.37037037037037,52,33.49359932659933,1719.98
2024-01-05,P0022,1.16,1,,,,,13.0,58.915,0.4074074074074074,26.37037037037037,52,33.49359932659933,1719.98
2024-01-05,P0024,5.54,1,,,,,13.0,58.915,0.4074074074074074,26.37037037037037,52,33.49359932659933,1719.98
2024-01-05,P0026,0.25,1,,,,,13.0,58.915,0.4074074074074074,26.37037037037037,52,33.49359932659933,1719.98
2024-01-05,P0028,4.4,1,,,,,13.0,58.915,0.4074074074074074,26.37037037037037,52,33.49359932659933,1719.98
2024-01-05,P0029,3.41,1,,,,,13.0,58.915,0.4074074074074074,26.37037037037037,52,33.49359932659933,1719.98
2024-01-05,P0031,2.21,1,,,,,13.0,58.915,0.4074074074074074,26.37037037037037,52,33.49359932659933,1719.98
2024-01-05,P0032,1.17,1,,,,,13.0,58.915,0.4074074074074074,26.37037037037037,52,33.49359932659933,1719.98
2024-01-05,P0033,1.2,1,69.43,Clothes,2574.0,379.0,13.0,58.915,0.4074074074074074,26.37037037037037,52,33.49359932659933,1719.98
2024-01-05,P0049,5.65,1,,,,,13.0,58.915,0.4074074074074074,26.37037037037037,52,33.49359932659933,1719.98
2024-01-06,P0001,64.03,16,,,,,17.0,62.45652777777778,0.4861111111111111,31.36111111111111,61,30.72638002044252,1859.47
2024-01-06,P0002,29.330000000000002,14,,,,,17.0,62.45652777777778,0.4861111111111111,31.36111111111111,61,30.72638002044252,1859.47
2024-01-06,P0003,14.85,6,,,,,17.0,62.45652777777778,0.4861111111111111,31.36111111111111,61,30.72638002044252,1859.47
2024-01-06,P0004,7.77,4,,,,,17.0,62.45652777777778,0.4861111111111111,31.36111111111111,61,30.72638002044252,1859.47
2024-01-06,P0005,5.21,2,,,,,17.0,62.45652777777778,0.4861111111111111,31.36111111111111,61,30.72638002044252,1859.47
2024-01-06,P0006,7.359999999999999,2,,,,,17.0,62.45652777777778,0.4861111111111111,31.36111111111111,61,30.72638002044252,1859.47
2024-01-06,P0007,27.21,7,364.96,Accessories,2047.0,215.0,17.0,62.45652777777778,0.4861111111111111,31.36111111111111,61,30.72638002044252,1859.47
2024-01-06,P0008,1.44,2,,,,,17.0,62.45652777777778,0.4861111111111111,31.36111111111111,61,30.72638002044252,1859.47
2024-01-06,P0009,2.21,2,289.44,Clothes,2524.0,518.0,17.0,62.45652777777778,0.4861111111111111,31.36111111111111,61,30.72638002044252,1859.47
2024-01-06,P0010,3.83,2,197.18,Clothes,4412.0,700.0,17.0,62.45652777777778,0.4861111111111111,31.36111111111111,61,30.72638002044252,1859.47
2024-01-06,P0011,20.75,3,,,,,17.0,62.45652777777778,0.4861111111111111,31.36111111111111,61,30.72638002044252,1859.47
2024-01-06,P0012,18.32,4,,,,,17.0,62.45652777777778,0.4861111111111111,31.36111111111111,61,30.72638002044252,1859.47
2024-01-06,P0015,1.02,1,,,,,17.0,62.45652777777778,0.4861111111111111,31.36111111111111,61,30.72638002044252,1859.47
2024-01-06,P0016,6.359999999999999,3,,,,,17.0,62.45652777777778,0.4861111111111111,31.36111111111111,61,30.72638002044252,1859.47
2024-01-06,P0017,0.3,1,,,,,17.0,62.45652777777778,0.4861111111111111,31.36111111111111,61,30.72638002044252,1859.47
2024-01-06,P0018,2.0,1,,,,,17.0,62.45652777777778,0.4861111111111111,31.36111111111111,61,30.72638002044252,1859.47
2024-01-06,P0019,1.63,2,,,,,17.0,62.45652777777778,0.4861111111111111,31.36111111111111,61,30.72638002044252,1859.47
2024-01-06,P0020,4.59,2,,,,,17.0,62.45652777777778,0.4861111111111111,31.36111111111111,61,30.72638002044252,1859.47
2024-01-06,P0021,2.37,2,,,,,17.0,62.45652777777778,0.4861111111111111,31.36111111111111,61,30.72638002044252,1859.47
2024-01-06,P0022,10.71,2,,,,,17.0,62.45652777777778,0.4861111111111111,31.36111111111111,61,30.72638002044252,1859.47
2024-01-06,P0023,6.210000000000001,2,,,,,17.0,62.45652777777778,0.4861111111111111,31.36111111111111,61,30.72638002044252,1859.47
2024-01-06,P0024,0.98,1,,,,,17.0,62.45652777777778,0.4861111111111111,31.36111111111111,61,30.72638002044252,1859.47
2024-01-06,P0025,1.03,1,,,,,17.0,62.45652777777778,0.4861111111111111,31.36111111111111,61,30.72638002044252,1859.47
2024-01-06,P0026,24.810000000000002,3,,,,,17.0,62.45652777777778,0.4861111111111111,31.36111111111111,61,30.72638002044252,1859.47
2024-01-06,P0027,6.53,2,,,,,17.0,62.45652777777778,0.4861111111111111,31.36111111111111,61,30.72638002044252,1859.47
2024-01-06,P0030,0.7,1,,,,,17.0,62.45652777777778,0.4861111111111111,31.36111111111111,61,30.72638002044252,1859.47
2024-01-06,P0034,0.58,1,,,,,17.0,62.45652777777778,0.4861111111111111,31.36111111111111,61,30.72638002044252,1859.47
2024-01-06,P0035,2.89,1,,,,,17.0,62.45652777777778,0.4861111111111111,31.36111111111111,61,30.72638002044252,1859.47
2024-01-06,P0038,2.45,1,,,,,17.0,62.45652777777778,0.4861111111111111,31.36111111111111,61,30.72638002044252,1859.47
2024-01-06,P0039,2.41,1,,,,,17.0,62.45652777777778,0.4861111111111111,31.36111111111111,61,30.72638002044252,1859.47
2024-01-06,P0040,1.89,1,,,,,17.0,62.45652777777778,0.4861111111111111,31.36111111111111,61,30.72638002044252,1859.47
2024-01-06,P0045,0.9,1,,,,,17.0,62.45652777777778,0.4861111111111111,31.36111111111111,61,30.72638002044252,1859.47
2024-01-07,P0001,53.14,14,,,,,9.0,62.65875,0.4375,32.625,36,36.02088492063492,1240.31
2024-01-07,P0002,19.07,9,,,,,9.0,62.65875,0.4375,32.625,36,36.02088492063492,1240.31
2024-01-07,P0003,22.34,5,,,,,9.0,62.65875,0.4375,32.625,36,36.02088492063492,1240.31
2024-01-07,P0004,3.4,3,,,,,9.0,62.65875,0.4375,32.625,36,36.02088492063492,1240.31
2024-01-07,P0005,17.14,5,,,,,9.0,62.65875,0.4375,32.625,36,36.02088492063492,1240.31
2024-01-07,P0007,3.9099999999999997,3,364.96,Accessories,2047.0,215.0,9.0,62.65875,0.4375,32.625,36,36.02088492063492,1240.31
2024-01-07,P0009,1.37,2,289.44,Clothes,2524.0,518.0,9.0,62.65875,0.4375,32.625,36,36.02088492063492,1240.31
2024-01-07,P0010,1.3,1,197.18,Clothes,4412.0,700.0,9.0,62.65875,0.4375,32.625,36,36.02088492063492,1240.31
2024-01-07,P0012,9.57,2,,,,,9.0,62.65875,0.4375,32.625,36,36.02088492063492,1240.31
2024-01-07,P0013,0.87,1,,,,,9.0,62.65875,0.4375,32.625,36,36.02088492063492,1240.31
2024-01-07,P0016,2.96,2,,,,,9.0,62.65875,0.4375,32.625,36,36.02088492063492,1240.31
2024-01-07,P0017,0.63,1,,,,,9.0,62.65875,0.4375,32.625,36,36.02088492063492,1240.31
2024-01-07,P0020,15.23,2,,,,,9.0,62.65875,0.4375,32.625,36,36.02088492063492,1240.31
2024-01-07,P0021,3.43,1,,,,,9.0,62.65875,0.4375,32.625,36,36.02088492063492,1240.31
2024-01-07,P0022,13.29,2,,,,,9.0,62.65875,0.4375,32.625,36,36.02088492063492,1240.31
2024-01-07,P0025,1.87,1,,,,,9.0,62.65875,0.4375,32.625,36,36.02088492063492,1240.31
2024-01-07,P0028,3.98,1,,,,,9.0,62.65875,0.4375,32.625,36,36.02088492063492,1240.31
2024-01-07,P0029,2.35,1,,,,,9.0,62.65875,0.4375,32.625,36,36.02088492063492,1240.31
2024-01-07,P0033,5.31,2,69.43,Clothes,2574.0,379.0,9.0,62.65875,0.4375,32.625,36,36.02088492063492,1240.31
2024-01-07,P0039,4.15,1,,,,,9.0,62.65875,0.4375,32.625,36,36.02088492063492,1240.31
2024-01-07,P0040,7.859999999999999,2,,,,,9.0,62.65875,0.4375,32.625,36,36.02088492063492,1240.31
2024-01-07,P0041,3.03,1,,,,,9.0,62.65875,0.4375,32.625,36,36.02088492063492,1240.31
2024-01-07,P0043,5.69,1,,,,,9.0,62.65875,0.4375,32.625,36,36.02088492063492,1240.31
2024-01-07,P0044,0.29,1,,,,,9.0,62.65875,0.4375,32.625,36,36.02088492063492,1240.31
2024-01-07,P0045,4.02,1,,,,,9.0,62.65875,0.4375,32.625,36,36.02088492063492,1240.31
2024-01-07,P0046,2.73,1,,,,,9.0,62.65875,0.4375,32.625,36,36.02088492063492,1240.31
2024-01-07,P0047,0.91,2,,,,,9.0,62.65875,0.4375,32.625,36,36.02088492063492,1240.31
2024-01-07,P0048,1.93,1,91.89,Music,2206.0,390.0,9.0,62.65875,0.4375,32.625,36,36.02088492063492,1240.31
2024-01-07,P0050,2.97,1,,,,,9.0,62.65875,0.4375,32.625,36,36.02088492063492,1240.31
2024-01-08,P0001,25.33,16,,,,,11.0,49.76111111111111,0.6111111111111112,15.61111111111111,36,28.028910714285715,1011.7800000000001
2024-01-08,P0002,6.06,2,,,,,11.0,49.76111111111111,0.6111111111111112,15.61111111111111,36,28.028910714285715,1011.7800000000001
2024-01-08,P0003,7.029999999999999,2,,,,,11.0,49.76111111111111,0.6111111111111112,15.61111111111111,36,28.028910714285715,1011.7800000000001
2024-01-08,P0004,11.14,4,,,,,11.0,49.76111111111111,0.6111111111111112,15.61111111111111,36,28.028910714285715,1011.7800000000001
2024-01-08,P0005,9.37,3,,,,,11.0,49.76111111111111,0.6111111111111112,15.61111111111111,36,28.028910714285715,1011.7800000000001
2024-01-08,P0006,8.9,2,,,,,11.0,49.76111111111111,0.6111111111111112,15.61111111111111,36,28.028910714285715,1011.7800000000001
2024-01-08,P0007,15.09,1,364.96,Accessories,2047.0,215.0,11.0,49.76111111111111,0.6111111111111112,15.61111111111111,36,28.028910714285715,1011.7800000000001
2024-01-08,P0008,2.23,1,,,,,11.0,49.76111111111111,0.6111111111111112,15.61111111111111,36,28.028910714285715,1011.7800000000001
2024-01-08,P0009,4.279999999999999,3,289.44,Clothes,2524.0,518.0,11.0,49.76111111111111,0.6111111111111112,15.61111111111111,36,28.028910714285715,1011.7800000000001
2024-01-08,P0010,4.279999999999999,2,197.18,Clothes,4412.0,700.0,11.0,49.76111111111111,0.6111111111111112,15.61111111111111,36,28.028910714285715,1011.7800000000001
2024-01-08,P0012,14.36,2,,,,,11.0,49.76111111111111,0.6111111111111112,15.61111111111111,36,28.028910714285715,1011.7800000000001
2024-01-08,P0014,4.35,1,138.67,Toys,2882.0,661.0,11.0,49.76111111111111,0.6111111111111112,15.61111111111111,36,28.028910714285715,1011.7800000000001
2024-01-08,P0017,0.71,1,,,,,11.0,49.76111111111111,0.6111111111111112,15.61111111111111,36,28.028910714285715,1011.7800000000001
2024-01-08,P0021,4.1499999999999995,2,,,,,11.0,49.76111111111111,0.6111111111111112,15.61111111111111,36,28.028910714285715,1011.7800000000001
2024-01-08,P0023,2.59,1,,,,,11.0,49.76111111111111,0.6111111111111112,15.61111111111111,36,28.028910714285715,1011.7800000000001
2024-01-08,P0026,0.84,1,,,,,11.0,49.76111111111111,0.6111111111111112,15.61111111111111,36,28.028910714285715,1011.7800000000001
2024-01-08,P0027,3.1,1,,,,,11.0,49.76111111111111,0.6111111111111112,15.61111111111111,36,28.028910714285715,1011.7800000000001
2024-01-08,P0029,3.94,1,,,,,11.0,49.76111111111111,0.6111111111111112,15.61111111111111,36,28.028910714285715,1011.7800000000001
2024-01-08,P0036,2.76,2,,,,,11.0,49.76111111111111,0.6111111111111112,15.61111111111111,36,28.028910714285715,1011.7800000000001
2024-01-08,P0037,3.32,1,491.98,Sports,1921.0,458.0,11.0,49.76111111111111,0.6111111111111112,15.61111111111111,36,28.028910714285715,1011.7800000000001
2024-01-08,P0039,0.57,1,,,,,11.0,49.76111111111111,0.6111111111111112,15.61111111111111,36,28.028910714285715,1011.7800000000001
2024-01-08,P0040,4.57,1,,,,,11.0,49.76111111111111,0.6111111111111112,15.61111111111111,36,28.028910714285715,1011.7800000000001
2024-01-08,P0043,1.59,1,,,,,11.0,49.76111111111111,0.6111111111111112,15.61111111111111,36,28.028910714285715,1011.7800000000001
2024-01-08,P0045,4.4,1,,,,,11.0,49.76111111111111,0.6111111111111112,15.61111111111111,36,28.028910714285715,1011.7800000000001
2024-01-08,P0047,0.55,1,,,,,11.0,49.76111111111111,0.6111111111111112,15.61111111111111,36,28.028910714285715,1011.7800000000001
2024-01-09,P0001,50.2,18,,,,,7.0,66.78428571428572,0.14285714285714285,20.0,35,27.442630952380952,989.8
2024-01-09,P0002,20.69,8,,,,,7.0,66.78428571428572,0.14285714285714285,20.0,35,27.442630952380952,989.8
